v2,Beta_1.0_Prob_Rating_1,Beta_3.0_Prob_Rating_1,Beta_5.0_Prob_Rating_1,Beta_7.0_Prob_Rating_1
0.0,0.1757718635947334,0.13802310394567202,0.11401421417302185,0.10193879115505051
0.010101010101010102,0.1752842359774933,0.1370371449926459,0.11307830657298854,0.10121820645664181
0.020202020202020204,0.1747967182671694,0.1360443658315381,0.11212369268933131,0.10047360454361794
0.030303030303030304,0.17430932434188146,0.13504493136825643,0.11115024809196036,0.09970431543105181
0.04040404040404041,0.1738220680402467,0.13403901505829519,0.11015786961169441,0.09890966717374934
0.05050505050505051,0.1733349631586516,0.1330267989297227,0.10914647729370955,0.09808898837550249
0.06060606060606061,0.17284802344853867,0.1320084735860996,0.10811601642756402,0.09724161105985969
0.07070707070707072,0.17236126261370785,0.13098423818831434,0.10706645964725689,0.09636687393530746
0.08080808080808081,0.1718746943076353,0.1299543004143716,0.10599780909312193,0.09546412608837239
0.09090909090909091,0.17138833213081084,0.12891887639622857,0.1049100986255597,0.09453273113820311
0.10101010101010102,0.17090218962809417,0.12787819063284156,0.10380339607868679,0.0935720718855214
0.11111111111111112,0.17041628028609296,0.12683247587866184,0.10267780553993955,0.09258155548727309
0.12121212121212122,0.16993061753056254,0.12578197300690996,0.10153346963952913,0.09156061918567246
0.13131313131313133,0.16944521472382956,0.12472693084705205,0.10037057183143654,0.09050873661640979
0.14141414141414144,0.1689600851622405,0.12366760599601079,0.09918933864538185,0.08942542471536724
0.15151515151515152,0.16847524207363607,0.12260426260275864,0.09799004188694707,0.08831025123602851
0.16161616161616163,0.16799069861485302,0.12153717212606552,0.09677300076081466,0.08716284288065582
0.17171717171717174,0.16750646786925522,0.12046661306530708,0.0955385838899602,0.08598289403702186
0.18181818181818182,0.16702256284429357,0.11939287066437876,0.09428721120165864,0.08477017609883791
0.19191919191919193,0.16653899646909762,0.1183162365889095,0.09301935564940039,0.08352454733186657
0.20202020202020204,0.16605578159209927,0.11723700857712012,0.0917355447383263,0.08224596322895687
0.21212121212121213,0.16557293097868986,0.11615549006483009,0.09043636182065835,0.08093448727589894
0.22222222222222224,0.1650904573089116,0.11507198978527697,0.08912244712689558,0.07959030202616786
0.23232323232323235,0.16460837317518454,0.113986821344576,0.0877944984983412,0.07821372035657038
0.24242424242424243,0.1641266910800708,0.11290030277381105,0.08645327178689438,0.07680519674793253
0.25252525252525254,0.16364542343407554,0.11181275605891258,0.08509958088905528,0.07536533840588697
0.26262626262626265,0.1631645825534876,0.11072450664963823,0.0837342973828056,0.07389491600735384
0.27272727272727276,0.1626841806582593,0.10963588294913043,0.08235834973849748,0.07239487382951047
0.2828282828282829,0.16220422986992727,0.10854721578567786,0.08097272207813855,0.07086633899119162
0.29292929292929293,0.16172474220957478,0.10745883786845206,0.07957845246152638,0.06931062951324839
0.30303030303030304,0.16124572959583647,0.10637108322912883,0.07817663068254954,0.06772926088610108
0.31313131313131315,0.16076720384294704,0.10528428665143127,0.07676839556461766,0.06612395082135908
0.32323232323232326,0.16028917665883358,0.1041987830907457,0.07535493175055097,0.06449662186180752
0.33333333333333337,0.15981165964325325,0.10311490708606597,0.07393746598927584,0.06284940153208707
0.3434343434343435,0.1593346642859771,0.10203299216660933,0.07251726292922933,0.06118461973264657
0.3535353535353536,0.15885820196501987,0.1009533702555209,0.0710956204363408,0.05950480311333016
0.36363636363636365,0.15838228394491788,0.09987637107313962,0.06967386446267225,0.057812666211094245
0.37373737373737376,0.1579069213750541,0.09880232154233903,0.06825334350008522,0.05611109919902679
0.38383838383838387,0.15743212528803252,0.09773154519847627,0.06683542266145787,0.054403152170473715
0.393939393939394,0.15695790659810127,0.09666436160648723,0.06542147743979757,0.05269201597121042
0.4040404040404041,0.15648427609962592,0.0956010857876477,0.06401288720286155,0.05098099969183251
0.4141414141414142,0.156011244465613,0.09454202765848665,0.06261102848740127,0.04927350503856342
0.42424242424242425,0.15553882224628407,0.09348749148428352,0.06121726816267998,0.04757299790933041
0.43434343434343436,0.15506701986770133,0.09243777534950837,0.05983295653729219,0.045882977608415934
0.4444444444444445,0.15459584763044515,0.09139317064747399,0.058459420486379754,0.04420694423199794
0.4545454545454546,0.1541253157083431,0.09035396159136094,0.0570979566779629,0.042548364843092094
0.4646464646464647,0.1536554341472521,0.08932042474865216,0.05574982497720209,0.040910639122701514
0.4747474747474748,0.15318621286389272,0.08829282860087555,0.054416242105930684,0.03929706522990301
0.48484848484848486,0.15271766164473682,0.08727143313039888,0.05309837563175518,0.037710806623695095
0.494949494949495,0.1522497901449485,0.08625648943585695,0.05179733835645992,0.036154860591560936
0.5050505050505051,0.15178260788737796,0.08524823937761439,0.05051418316747497,0.03463202919325149
0.5151515151515152,0.15131612426161004,0.08424691525448247,0.04924989840891335,0.033144893264312476
0.5252525252525253,0.150850348523065,0.08325273951271625,0.04800540382033694,0.03169579003502203
0.5353535353535354,0.1503852897921547,0.08226592448812078,0.04678154708218563,0.030286794810798587
0.5454545454545455,0.14992095705349118,0.08128667218189328,0.04557910099693848,0.028919707035088647
0.5555555555555556,0.14945735915515018,0.08031517407062715,0.044398761324824176,0.027596040921368283
0.5656565656565657,0.14899450480798782,0.07935161095069987,0.04324114528252017,0.02631702070368512
0.5757575757575758,0.14853240258501166,0.07839615281706767,0.04210679070303325,0.025083580421549637
0.5858585858585859,0.14807106092080466,0.0774489587762942,0.040996155845081386,0.02389636803087135
0.595959595959596,0.1476104881110034,0.07651017699344885,0.039909619831023084,0.022755753523086092
0.6060606060606061,0.14715069231182934,0.0755799446723292,0.03884748368389967,0.02166184064354621
0.6161616161616162,0.14669168153967316,0.07465838806828579,0.03780997192663253,0.020614481730267517
0.6262626262626263,0.1462334636707323,0.07374562253276526,0.036797234699977865,0.0196132951465067
0.6363636363636365,0.1457760464407009,0.0728417525885332,0.03580935035057024,0.018657684755347313
0.6464646464646465,0.1453194374445124,0.07194687203439856,0.03484632843633693,0.017746860880318766
0.6565656565656566,0.14486364413613365,0.07106106407813317,0.03390811309374238,0.016879862210927327
0.6666666666666667,0.14440867382841127,0.07018440149616635,0.03299458670970755,0.016055578143023018
0.6767676767676768,0.14395453369296882,0.06931694681853441,0.032105573840581596,0.01527277108790236
0.686868686868687,0.1435012307601549,0.06845875253748038,0.031240845321144513,0.014530098337522461
0.696969696969697,0.14304877191904186,0.06760986133802786,0.030400122508184135,0.013826133132787034
0.7070707070707072,0.14259716391747385,0.06677030634879753,0.029583081605598922,0.013159384644396623
0.7171717171717172,0.14214641336216466,0.06594011141129315,0.028789358021099797,0.01252831663844002
0.7272727272727273,0.14169652671884442,0.06511929136585634,0.028018550708284202,0.011931364659393548
0.7373737373737375,0.14124751031245394,0.06430785235247607,0.0272702264519984,0.011366951619644735
0.7474747474747475,0.14079937032738737,0.06350579212463772,0.026543924059354976,0.010833501735714983
0.7575757575757577,0.14035211280778154,0.06271310037440837,0.025839158423410752,0.01032945279614708
0.7676767676767677,0.13990574365785147,0.061929759066979034,0.025155424431216968,0.009853266784094834
0.7777777777777778,0.13946026864227207,0.06115574278291776,0.024492200692628446,0.009403438908909729
0.787878787878788,0.13901569338660433,0.06039101906643233,0.02384895307081177,0.008978505125662496
0.797979797979798,0.13857202337776597,0.05963554877799481,0.023225137999748773,0.008577048239982038
0.8080808080808082,0.138129263964546,0.058889286449739606,0.022620205578131138,0.008197702708413045
0.8181818181818182,0.13768742035816117,0.05815218064211741,0.022033602432838084,0.007839158252352891
0.8282828282828284,0.13724649763285532,0.05742417430035888,0.021464774348647582,0.00750016240723865
0.8383838383838385,0.13680650072653944,0.05670520510938314,0.020913168663933467,0.007179522128732394
0.8484848484848485,0.1363674344414722,0.055995205845868506,0.020378236434833493,0.00687610457488454
0.8585858585858587,0.13592930344498022,0.055294104726289,0.019859434372738374,0.0065888371782813464
0.8686868686868687,0.13549211227021668,0.054601825749809985,0.019356226561955424,0.0063167071155785974
0.8787878787878789,0.13505586531695823,0.05391828903502494,0.018868085966056464,0.006058760274094894
0.888888888888889,0.1346205668524386,0.05324341114960725,0.018394495732749084,0.00581409980671478
0.8989898989898991,0.13418622101221825,0.05257710543204045,0.017934950308133118,0.005581884357592843
0.9090909090909092,0.1337528318010895,0.05191928230468086,0.0174889563719501,0.00536132603234458
0.9191919191919192,0.1333204030940156,0.051269849577494066,0.017056033605925676,0.005151688177784622
0.9292929292929294,0.13288893863710358,0.05062871274189332,0.016635715307575454,0.004952283028000078
0.9393939393939394,0.13245844204860902,0.0499957752541918,0.016227548861918364,0.0047624692657485135
0.9494949494949496,0.1320289168199728,0.049370938808260725,0.015831096083447842,0.004581649540929319
0.9595959595959597,0.1316003663168881,0.04875410359706381,0.015445933440475125,0.004409267981242774
0.9696969696969697,0.13117279378039712,0.04814516856281144,0.01507165217360526,0.004244807724144076
0.9797979797979799,0.13074620232801656,0.0475440316355485,0.014707858319658228,0.00408778849382096
0.98989898989899,0.13032059495489037,0.04695058996005569,0.014354172651825679,0.003937764242157087
1.0,0.12989597453496993,0.04636474011100553,0.014010230546275792,0.003794320868461683
